location,lat,long,alt,year,bloom_date,bloom_doy,Date_doy_tavg,Date_doy_tmax,Date_doy_tmin,tavg_below_5,tavg_above_10,tavg_moving,tmin_moving,tmax_moving,prcp.-2,prcp.-1,prcp.0,prcp.1,prcp.2,tavg.-2,tavg.-1,tavg.0,tavg.1,tavg.2,tmax.-2,tmax.-1,tmax.0,tmax.1,tmax.2,tmin.-2,tmin.-1,tmin.0,tmin.1,tmin.2,long.y,long.x,slope,dg2_coef,intc,tavg.3,tmin.3,tmax.3
Switzerland/Zürich-MeteoSchweiz,47.37814,8.565853,555.0,2016,2016-04-10,101,25,24,25,101,3.0,-0.8571,-26.7857,0.0,15.0,10.0,7.0,22.0,22.0,91.6774193548387,77.9,44.193548387096776,27.677419354838708,39.48275862068966,125.70967741935483,111.5,79.61290322580645,54.064516129032256,71.72413793103448,64.35483870967742,48.96666666666667,14.064516129032258,2.870967741935484,12.068965517241379,0.14894604028705125,0.988845325155966,-1.3163737280296017,0.01085379698931931,100.67992599444959,15.0,-8.090909090909092,47.09090909090909
Switzerland/Zürich-MeteoSchweiz,47.37814,8.565853,555.0,2017,2017-04-03,93,27,27,28,102,1.0,-52.8571,-67.718,-37.0762,17.0,15.0,3.0,12.0,12.0,85.3225806451613,49.3,6.806451612903226,-29.741935483870968,37.214285714285715,119.16129032258064,79.16666666666667,34.38709677419355,-8.847954838709674,78.0,58.32258064516129,23.433333333333334,-15.32258064516129,-49.790111290322585,4.464285714285714,0.14894604028705125,0.988845325155966,1.3889358703312185,-0.005500987048003646,-27.340662438336828,60.0,17.545454545454547,102.18181818181819
Switzerland/Zürich-MeteoSchweiz,47.37814,8.565853,555.0,2018,2018-04-17,107,62,62,63,109,0.0,-40.6429,-60.1429,-20.4286,13.0,15.0,23.0,14.0,11.0,113.09677419354838,47.86666666666667,13.161290322580646,47.516129032258064,-14.75,158.74193548387098,76.1,36.58064516129032,75.12903225806451,7.857142857142857,75.29032258064517,21.7,-6.806451612903226,20.806451612903224,-32.285714285714285,0.14894604028705125,0.988845325155966,0.20714285714286063,0.23904838780051413,-8.186411149825975,47.29055105854135,5.16816735074032,89.89138334385792
Switzerland/Zürich-MeteoSchweiz,47.37814,8.565853,555.0,2019,2019-04-05,95,31,31,31,92,2.0,-9.5714,-31.5,15.0714,7.0,13.0,18.0,20.0,7.0,111.90322580645162,53.46666666666667,34.516129032258064,1.1612903225806452,39.214285714285715,159.7741935483871,77.0,55.87096774193548,22.806451612903224,88.67857142857143,76.38709677419355,33.233333333333334,13.548387096774194,-20.483870967741936,-1.6785714285714286,0.14894604028705125,0.988845325155966,2.3945590994371484,-0.07993130104811687,-73.07523452157598,75.18181818181819,42.0,111.81818181818181
Switzerland/Zürich-MeteoSchweiz,47.37814,8.565853,555.0,2020,2020-04-02,93,8,7,26,89,5.0,0.0,-12.6429,0.0,18.0,16.0,17.0,8.0,16.0,116.48387096774194,55.0,37.903225806451616,25.806451612903224,62.06896551724138,155.16129032258064,81.63333333333334,64.45161290322581,57.61290322580645,105.55172413793103,86.06451612903226,31.766666666666666,13.483870967741936,-2.5806451612903225,25.24137931034483,0.14894604028705125,0.988845325155966,0.510320660522273,-0.016040471735209946,27.272097414234526,49.63636363636363,20.181818181818183,87.81818181818181
Switzerland/Zürich-MeteoSchweiz,47.37814,8.565853,555.0,2021,2021-04-08,98,16,16,17,99,3.0,-14.7857,-35.5714,0.0,19.0,13.0,19.0,19.0,10.0,94.51612903225806,58.666666666666664,20.903225806451612,6.356827096774194,42.251127142857136,130.7741935483871,90.76666666666667,40.774193548387096,25.838709677419356,81.42857142857143,66.3225806451613,34.93333333333333,1.5483870967741935,-15.838709677419354,4.392857142857143,0.14894604028705125,0.988845325155966,1.0302089235209233,-0.0019587649799168456,-5.442743711399705,55.54545454545455,11.818181818181818,99.18181818181819
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1966,1966-04-18,108,20,20,21,98,1.0,-79.2953,-112.0,-48.4286,10.0,26.0,25.0,19.0,17.0,92.38862161290325,34.98581500000001,28.524427774193555,-19.927503999999995,63.114189642857134,131.09677419354838,65.5,57.16129032258065,12.0,105.46428571428571,59.87096774193548,7.966666666666667,3.032258064516129,-50.483870967741936,25.964285714285715,0.14936746466446577,0.9887817557478038,0.9392905212669692,-0.06465567332303031,10.30814920965309,56.93201363636364,16.0,103.0
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1967,1967-04-17,107,16,18,15,114,2.0,-28.8428,-52.0714,-5.9286,15.0,21.0,23.0,18.0,12.0,126.06831948387095,27.4839928,19.91592132258064,6.439342967741934,31.17984942857143,168.16129032258064,60.1,48.806451612903224,35.483870967741936,76.46428571428571,91.6774193548387,-1.8333333333333333,-6.161290322580645,-20.322580645161292,-10.035714285714286,0.14936746466446577,0.9887817557478038,1.2881708007936503,0.051413825377122045,-13.210995743217891,85.18255090909089,41.72727272727273,135.0909090909091
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1968,1968-04-18,109,-10,-10,-10,122,0.0,-41.7077,-72.8571,-10.0714,18.0,18.0,14.0,21.0,18.0,129.62865548387097,44.775846163333334,-7.601175709677423,-5.5108780322580655,24.08934068965517,186.06451612903226,75.2,22.032258064516128,24.0,60.275862068965516,81.74193548387096,18.233333333333334,-35.483870967741936,-33.193548387096776,-8.758620689655173,0.14936746466446577,0.9887817557478038,0.36258171300361314,0.006720275839735038,-0.08046871109605419,16.005816727272727,-16.636363636363637,51.63636363636363
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1969,1969-04-28,118,49,-16,49,130,0.0,-33.237,-66.9286,-10.0714,19.0,11.0,17.0,18.0,17.0,117.16260903225805,41.56530729999999,-7.487897000000002,5.967014012903224,-1.6269919285714285,162.0,67.56666666666666,14.161290322580646,33.61290322580645,35.57142857142857,79.80645161290323,19.1,-27.774193548387096,-19.483870967741936,-36.464285714285715,0.14936746466446577,0.9887817557478038,0.9752593924901193,0.24560975910503324,-28.113458448616655,30.384637718181818,-11.090909090909092,75.9090909090909
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1970,1970-05-07,127,-18,2,-19,136,0.0,-48.3974,-74.8571,-26.0,5.0,13.0,15.0,14.0,25.0,108.5679893548387,53.232575166666656,-36.49866822580644,-3.365597580645161,10.520360392857146,157.67741935483872,93.46666666666667,-13.806451612903226,25.70967741935484,42.75,66.80645161290323,17.7,-58.935483870967744,-30.548387096774192,-19.107142857142858,0.14936746466446577,0.9887817557478038,0.4167798819543751,-0.01250899464173951,-15.928854110589036,-9.182634909090906,-52.0,36.09090909090909
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1971,1971-04-19,109,7,7,8,123,0.0,-64.0528,-91.4286,-38.0,10.0,17.0,14.0,9.0,16.0,94.77603290322581,60.61741106666666,-4.583402254838709,-14.284085161290319,0.30251765000000014,140.06451612903226,95.46666666666667,17.93548387096774,15.096774193548388,33.714285714285715,56.096774193548384,30.5,-25.580645161290324,-42.193548387096776,-30.857142857142858,0.14936746466446577,0.9887817557478038,-0.4578235522344324,-0.07013144529825013,9.103731154775659,-56.420411181818174,-90.54545454545455,-22.272727272727273
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1972,1972-04-07,98,32,32,32,120,0.0,-20.5581,-39.7857,-0.5714,9.0,14.0,15.0,15.0,6.0,105.63853677419358,33.55483477666668,15.084127503870967,0.03385855806451748,37.188002758620684,154.25806451612902,61.06666666666667,37.774193548387096,19.93548387096774,73.44827586206897,64.2258064516129,9.333333333333334,-5.290322580645161,-18.29032258064516,4.793103448275862,0.14936746466446577,0.9887817557478038,0.6052837246963544,-0.04565272744256029,7.993604655870534,44.31167272727273,13.090909090909092,79.63636363636364
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1973,1973-05-04,124,-3,-3,1,139,0.0,-30.9899,-47.8571,-16.9286,8.0,22.0,7.0,12.0,17.0,74.88611612903227,49.040453266666674,-3.218320487096772,-7.892819419354839,2.9760214499999997,117.41935483870968,84.9,17.774193548387096,8.903225806451612,28.607142857142858,38.03225806451613,17.5,-22.70967741935484,-23.580645161290324,-20.678571428571427,0.14936746466446577,0.9887817557478038,0.45208773561974425,-0.010151387353236662,-16.00264718449288,17.452941454545453,-17.818181818181817,55.90909090909091
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1974,1974-04-03,93,-21,-21,-27,118,2.0,-16.4729,-45.4286,0.0,15.0,14.0,14.0,17.0,16.0,78.32303419354838,37.374482066666666,7.292798870967742,30.536856677419355,31.253890464285725,112.09677419354838,69.8,34.38709677419355,57.03225806451613,56.75,49.935483870967744,8.633333333333333,-17.580645161290324,7.161290322580645,8.857142857142858,0.14936746466446577,0.9887817557478038,0.1188638687560688,-0.015755151222582538,22.338835095911094,18.508291999999997,-6.7272727272727275,46.45454545454545
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1975,1975-04-23,113,89,89,59,132,2.0,0.0,-18.0,0.0,27.0,19.0,22.0,16.0,6.0,51.10115677419354,46.177627333333334,41.76639812903226,36.51795657741936,25.12630785,76.64516129032258,74.03333333333333,67.51612903225806,63.516129032258064,64.42857142857143,29.451612903225808,22.133333333333333,19.548387096774192,12.903225806451612,-10.642857142857142,0.14936746466446577,0.9887817557478038,0.8597905340418144,0.0906594581946977,-5.137972560627343,47.29055105854135,5.16816735074032,89.89138334385792
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1976,1976-04-16,107,38,38,38,122,0.0,-37.33,-57.2143,-17.3571,15.0,18.0,7.0,19.0,8.0,81.06493354838707,44.67691713333333,-4.387162363870968,15.66060387096774,14.922817093103449,114.58064516129032,69.03333333333333,14.580645161290322,40.67741935483871,45.689655172413794,53.03225806451613,23.9,-22.0,-6.903225806451613,-13.137931034482758,0.14936746466446577,0.9887817557478038,0.02036426203208671,-0.24404165344975054,20.80999941693397,17.76079727272727,-26.454545454545453,65.63636363636364
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1977,1977-03-28,87,1,-2,1,109,4.0,-35.7084,-54.3571,-19.5,17.0,16.0,14.0,20.0,20.0,107.53333548387096,45.224196433333326,-13.749828410000001,9.700411612903228,48.71784021428572,142.48387096774192,66.53333333333333,4.612903225806452,30.06451612903226,78.92857142857143,79.19354838709677,27.366666666666667,-31.161290322580644,-8.67741935483871,22.535714285714285,0.14936746466446577,0.9887817557478038,1.4640559773689594,0.00629226155206341,-14.826849911820176,89.04911636363636,47.09090909090909,137.54545454545453
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1978,1978-04-27,117,52,51,52,119,0.0,-29.6429,-49.1429,-7.5,14.0,17.0,16.0,16.0,17.0,109.5487458064516,55.13351663333333,18.290120132258068,1.3870967741935485,-0.7857142857142857,145.51612903225808,84.96666666666667,41.806451612903224,22.516129032258064,25.535714285714285,80.3225806451613,29.566666666666666,-2.7419354838709675,-15.419354838709678,-24.678571428571427,0.14936746466446577,0.9887817557478038,1.0649122807017515,-0.14396284829723743,-13.064912280701591,54.18181818181818,17.363636363636363,87.27272727272727
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1979,1979-04-30,120,15,18,14,124,0.0,-42.0714,-61.5,-16.7857,15.0,6.0,18.0,18.0,19.0,83.45161290322581,33.733333333333334,18.193548387096776,-28.225806451612904,20.107142857142858,117.41935483870968,58.3,42.0,-3.774193548387097,45.535714285714285,58.483870967741936,14.733333333333333,-4.387096774193548,-47.516129032258064,1.0,0.14936746466446577,0.9887817557478038,1.242378673957621,-0.048212223348339404,-38.658236500341744,48.63636363636363,18.727272727272727,82.81818181818181
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1980,1980-04-29,120,21,21,22,126,0.0,-42.2857,-55.7857,-25.6429,15.0,18.0,18.0,16.0,12.0,98.25806451612904,37.833333333333336,37.54838709677419,-12.774193548387096,34.310344827586206,131.83870967741936,62.333333333333336,62.45161290322581,10.161290322580646,68.51724137931035,74.03225806451613,17.1,15.387096774193548,-29.967741935483872,10.793103448275861,0.14936746466446577,0.9887817557478038,0.023577430972388846,-0.03228945424323574,29.18722689075631,30.0,-3.1818181818181817,72.45454545454545
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1981,1981-04-13,103,34,33,34,125,2.0,-42.4286,-67.3571,-16.2857,17.0,13.0,16.0,19.0,8.0,83.83870967741936,29.166666666666668,-3.225806451612903,-20.751304838709675,-10.107142857142858,120.06451612903226,57.13333333333333,23.548387096774192,2.161290322580645,23.0,56.645161290322584,6.933333333333334,-26.774193548387096,-43.774193548387096,-36.142857142857146,0.14936746466446577,0.9887817557478038,1.9295874822190626,0.3291206185943033,-87.87908961593182,60.90909090909091,32.09090909090909,96.72727272727273
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1982,1982-04-28,118,20,26,20,133,0.0,-28.7143,-55.5714,-3.4286,21.0,13.0,26.0,17.0,7.0,92.45161290322581,47.166666666666664,7.01239193548387,3.032258064516129,7.107142857142857,129.06451612903226,82.43333333333334,35.83870967741935,29.516129032258064,39.035714285714285,61.903225806451616,17.666666666666668,-18.548387096774192,-21.548387096774192,-19.0,0.14936746466446577,0.9887817557478038,0.21990950226244366,-0.0034418411776902455,4.123680241327299,37.09090909090909,0.45454545454545453,81.27272727272727
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1983,1983-04-19,109,54,54,55,104,0.0,-42.1429,-75.1429,-10.5,18.0,13.0,13.0,16.0,13.0,92.06451612903226,58.9,27.774193548387096,29.225806451612904,-14.571428571428571,124.90322580645162,93.73333333333333,52.38709677419355,57.516129032258064,15.0,70.83870967741936,31.466666666666665,6.967741935483871,4.548387096774194,-42.57142857142857,0.14936746466446577,0.9887817557478038,5.936274509803927,0.01031991744064163,-334.9901960784316,44.45454545454545,6.909090909090909,95.27272727272727
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1984,1984-04-26,117,56,-16,56,137,1.0,-30.2143,-55.2857,-6.7857,10.0,9.0,9.0,23.0,18.0,97.25806451612904,30.7,11.096774193548388,8.903225806451612,-5.0344827586206895,137.25806451612902,58.93333333333333,39.96774193548387,35.70967741935484,17.82758620689655,66.93548387096774,8.333333333333334,-15.064516129032258,-15.387096774193548,-25.310344827586206,0.14936746466446577,0.9887817557478038,-0.5035714285714276,-0.34574983839687456,27.258333333333272,-4.181818181818182,-29.0,24.272727272727273
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1985,1985-04-23,113,17,16,17,122,0.0,-113.7143,-141.1429,-88.5,9.0,11.0,15.0,17.0,11.0,103.64516129032258,59.333333333333336,19.88077032258065,-50.38709677419355,-4.071428571428571,143.70967741935485,89.9,38.096774193548384,-25.838709677419356,35.32142857142857,72.54838709677419,36.6,3.5161290322580645,-78.3225806451613,-36.92857142857143,0.14936746466446577,0.9887817557478038,0.29308176100628847,0.041112975075239325,-7.137945492662435,33.45454545454545,9.727272727272727,64.36363636363636
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1986,1986-05-04,124,52,46,52,139,0.0,-62.1429,-88.5714,-33.8571,4.0,16.0,9.0,24.0,11.0,94.58064516129032,11.466666666666667,36.29032258064516,9.225806451612904,-51.92857142857143,137.83870967741936,35.166666666666664,67.61290322580645,36.67741935483871,-28.285714285714285,62.61290322580645,-9.433333333333334,9.096774193548388,-15.387096774193548,-74.25,0.14936746466446577,0.9887817557478038,5.980701754385962,0.00980392156864222,-388.2438596491227,7.2727272727272725,-20.181818181818183,40.27272727272727
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1987,1987-04-27,117,21,23,20,122,0.0,-79.7143,-100.8571,-60.0714,11.0,9.0,22.0,15.0,17.0,101.80645161290323,54.1,15.67741935483871,-41.903225806451616,5.5,152.8709677419355,90.4,38.903225806451616,-20.741935483870968,26.5,76.12903225806451,24.633333333333333,-7.032258064516129,-65.70967741935483,-12.214285714285714,0.14936746466446577,0.9887817557478038,0.3025210084033615,-0.0961423030750761,-22.404705882352946,-20.818181818181817,-58.90909090909091,17.272727272727273
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1988,1988-04-25,116,69,-17,70,113,2.0,-10.0714,-30.0714,0.0,15.0,20.0,10.0,19.0,18.0,99.64516129032258,50.4,22.612903225806452,33.58064516129032,15.620689655172415,133.4516129032258,77.7,46.903225806451616,61.29032258064516,48.93103448275862,74.29032258064517,30.4,0.22580645161290322,11.129032258064516,-9.758620689655173,0.14936746466446577,0.9887817557478038,-1.3207317073170743,0.0006622702311869713,76.06097560975621,47.29055105854135,5.16816735074032,89.89138334385792
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1989,1989-03-31,90,36,35,37,110,0.0,-13.8571,-32.9286,0.0,15.0,8.0,19.0,6.0,14.0,106.90322580645162,29.3,27.06451612903226,9.806451612903226,29.75,142.06451612903226,55.46666666666667,44.54838709677419,31.483870967741936,62.67857142857143,78.58064516129032,3.7,7.870967741935484,-9.516129032258064,5.25,0.14936746466446577,0.9887817557478038,1.7574229691876753,-0.027749674808498166,-46.40056022408961,66.81818181818181,26.363636363636363,117.9090909090909
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1990,1990-03-22,81,-24,-23,-24,97,9.0,-23.2143,-43.7857,-2.5,11.0,7.0,12.0,11.0,13.0,104.83870967741936,27.133333333333333,24.70967741935484,8.32258064516129,66.5,156.0,56.86666666666667,48.483870967741936,38.225806451612904,111.89285714285714,68.96774193548387,3.2333333333333334,3.6451612903225805,-14.03225806451613,26.428571428571427,0.14936746466446577,0.9887817557478038,0.6428331466965286,0.020980580586321344,24.38325867861141,62.0,18.09090909090909,112.81818181818181
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1991,1991-04-10,100,39,39,45,109,3.0,-55.0,-77.5714,-33.0,15.0,22.0,18.0,11.0,12.0,112.3225806451613,43.8,1.096774193548387,8.129032258064516,-11.428571428571429,156.67741935483872,67.56666666666666,20.580645161290324,28.580645161290324,27.357142857142858,79.2258064516129,22.2,-18.032258064516128,-10.67741935483871,-43.142857142857146,0.14936746466446577,0.9887817557478038,5.0516862170088,-0.05914697257202028,-245.44189882697975,78.36363636363636,47.45454545454545,112.0909090909091
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1992,1992-04-22,113,34,-15,34,128,0.0,-35.5,-58.9286,-12.6429,10.0,18.0,9.0,4.0,12.0,84.19354838709677,39.53333333333333,-4.602276451612903,-6.967741935483871,16.413793103448278,121.58064516129032,63.56666666666667,18.548387096774192,19.677419354838708,55.3448275862069,56.32258064516129,17.0,-25.903225806451612,-31.387096774193548,-14.310344827586206,0.14936746466446577,0.9887817557478038,1.8065433854907536,0.15195994143362587,-61.156472261735445,69.54545454545455,25.0,123.45454545454545
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1993,1993-04-20,110,5,5,6,109,2.0,-42.6429,-58.6429,-27.0,21.0,23.0,10.0,13.0,5.0,76.80645161290323,63.36666666666667,6.43181764516129,34.83870967741935,-3.857142857142857,104.2258064516129,89.53333333333333,24.322580645161292,66.38709677419355,25.75,53.516129032258064,38.53333333333333,-11.903225806451612,4.645161290322581,-26.321428571428573,0.14936746466446577,0.9887817557478038,-1.2323139547020145,0.011945267748055355,65.96934905890127,2.1818181818181817,-32.72727272727273,40.27272727272727
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1994,1994-03-28,87,-30,-31,-30,113,4.0,-34.5714,-50.5,-16.4286,21.0,9.0,29.0,17.0,15.0,77.35483870967742,10.666666666666666,39.58064516129032,25.741935483870968,20.678571428571427,106.2258064516129,31.166666666666668,68.25806451612904,52.67741935483871,50.07142857142857,57.41935483870968,-6.5,12.387096774193548,1.5806451612903225,-4.392857142857143,0.14936746466446577,0.9887817557478038,0.10637157833430397,0.020647067562267366,32.882469423412914,84.72727272727273,48.72727272727273,127.45454545454545
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1995,1995-04-12,102,17,17,17,88,1.0,-36.5714,-59.2143,-15.8571,12.0,15.0,18.0,23.0,22.0,93.2258064516129,77.43333333333334,35.354838709677416,-0.12903225806451613,50.714285714285715,135.90322580645162,98.43333333333334,55.61290322580645,28.161290322580644,85.25,61.70967741935484,59.2,14.483870967741936,-29.93548387096774,22.821428571428573,0.14936746466446577,0.9887817557478038,-0.13565847150752863,-0.07556777603947418,46.8085509179849,25.90909090909091,-9.0,71.54545454545455
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1996,1996-04-21,112,41,32,41,134,0.0,-26.3571,-49.1429,-10.0714,10.0,14.0,17.0,4.0,17.0,127.12903225806451,35.806883666666664,-1.3870967741935485,-5.67741935483871,-8.517241379310345,170.03225806451613,65.86666666666666,16.741935483870968,11.516129032258064,22.413793103448278,99.6774193548387,9.133333333333333,-19.225806451612904,-19.612903225806452,-36.51724137931034,0.14936746466446577,0.9887817557478038,0.20133481646273635,0.04688741458763795,-11.207415647015202,0.18181818181818182,-31.272727272727273,43.18181818181818
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1997,1997-04-01,91,7,7,6,108,6.0,-68.7143,-86.7857,-52.7143,20.0,19.0,11.0,7.0,12.0,94.2258064516129,48.666666666666664,-6.806451612903226,-17.93548387096774,44.5,126.93548387096774,80.13333333333334,13.419354838709678,-0.25806451612903225,83.57142857142857,66.3225806451613,22.833333333333332,-25.677419354838708,-33.41935483870968,9.214285714285714,0.14936746466446577,0.9887817557478038,2.1144459706959706,-0.00796297116861634,-51.3280448717949,83.9090909090909,44.0,137.63636363636363
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1998,1998-04-08,98,37,35,38,107,1.0,-29.3571,-52.1429,-10.0714,12.0,11.0,17.0,16.0,5.0,89.41935483870968,46.06666666666667,24.774193548387096,19.06451612903226,36.785714285714285,129.29032258064515,74.93333333333334,45.54838709677419,44.96774193548387,85.03571428571429,59.483870967741936,20.733333333333334,3.7419354838709675,-5.548387096774194,-2.5357142857142856,0.14936746466446577,0.9887817557478038,0.8250572956455294,-0.23682200152788435,8.68296409472891,56.27272727272727,17.363636363636363,99.0909090909091
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,1999,1999-04-09,99,44,-28,44,117,0.0,-26.2143,-54.2857,-4.0,22.0,16.0,12.0,13.0,18.0,100.06451612903226,20.566666666666666,11.64516129032258,21.044273612903226,-4.5,130.67741935483872,44.93333333333333,36.096774193548384,52.903225806451616,20.214285714285715,74.03225806451613,-3.533333333333333,-11.96774193548387,-6.161290322580645,-30.321428571428573,0.14936746466446577,0.9887817557478038,3.625152625152628,-0.18263652056755658,-181.44851444851454,53.0,23.636363636363637,87.9090909090909
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,2000,2000-04-14,105,28,27,28,109,1.0,-25.3571,-49.7143,-1.6429,13.0,13.0,22.0,11.0,19.0,95.03225806451613,20.833333333333332,19.93548387096774,0.8709677419354839,41.827586206896555,132.51612903225808,43.9,46.38709677419355,23.419354838709676,75.27586206896552,66.87096774193549,3.033333333333333,-6.419354838709677,-20.35483870967742,12.310344827586206,0.14936746466446577,0.9887817557478038,0.43597100573844705,0.07749359734612055,23.82346723044402,58.36363636363637,22.636363636363637,98.9090909090909
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,2001,2001-04-06,96,21,20,22,92,4.0,0.0,-19.7857,0.0,19.0,18.0,13.0,19.0,9.0,104.64516129032258,60.3,38.38709677419355,17.096774193548388,36.607142857142854,131.61290322580646,90.06666666666666,61.54838709677419,43.0,70.71428571428571,82.6774193548387,37.733333333333334,16.548387096774192,-6.709677419354839,4.285714285714286,0.14936746466446577,0.9887817557478038,0.12633853541416548,0.022412041739772796,31.75159663865546,49.45454545454545,25.454545454545453,81.27272727272727
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,2002,2002-04-01,91,-7,-8,-5,88,3.0,-43.2143,-75.8571,-18.2857,14.0,15.0,14.0,7.0,15.0,133.38709677419354,29.266666666666666,-1.3870967741935485,7.967741935483871,56.82142857142857,175.80645161290323,51.166666666666664,20.483870967741936,35.25806451612903,88.10714285714286,101.83870967741936,8.166666666666666,-27.419354838709676,-15.935483870967742,26.857142857142858,0.14936746466446577,0.9887817557478038,1.3000290848392118,-0.027744116310072304,-8.758608480127473,59.36363636363637,24.454545454545453,106.36363636363636
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,2003,2003-04-16,106,55,51,56,89,2.0,-41.2857,-64.3571,-15.5,19.0,23.0,21.0,17.0,6.0,100.35483870967742,67.46666666666667,38.903225806451616,2.6774193548387095,-18.285714285714285,138.09677419354838,88.4,54.67741935483871,24.322580645161292,13.928571428571429,71.12903225806451,49.96666666666667,23.35483870967742,-18.419354838709676,-45.035714285714285,0.14936746466446577,0.9887817557478038,4.723529411764704,-0.05077030812326402,-237.97058823529406,68.36363636363636,28.818181818181817,119.27272727272727
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,2004,2004-04-17,108,5,5,64,126,0.0,-15.0714,-41.2857,0.0,17.0,11.0,12.0,23.0,7.0,63.4294693548387,53.96666666666667,12.03225806451613,8.387096774193548,20.379310344827587,99.2258064516129,85.46666666666667,39.516129032258064,29.0,58.96551724137931,32.806451612903224,27.333333333333332,-14.67741935483871,-14.0,-12.758620689655173,0.14936746466446577,0.9887817557478038,-0.4820164909717148,-0.008837861545829065,33.57561841143929,2.5454545454545454,-24.09090909090909,34.63636363636363
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,2005,2005-04-14,104,61,60,67,119,0.0,-37.6429,-71.5714,-12.9286,16.0,13.0,10.0,15.0,17.0,114.0,43.233333333333334,6.096774193548387,5.0,-10.678571428571429,148.70967741935485,67.4,26.032258064516128,35.16129032258065,16.928571428571427,88.48387096774194,20.6,-9.064516129032258,-22.580645161290324,-33.107142857142854,0.14936746466446577,0.9887817557478038,-0.48466898954704213,0.017066314286961124,9.501742160278956,47.29055105854135,5.16816735074032,89.89138334385792
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,2008,2008-04-25,116,-3,-3,-2,115,3.0,-31.8571,-48.0714,-16.0714,5.0,14.0,15.0,11.0,10.0,93.58064516129032,28.5,6.387096774193548,30.451612903225808,38.758620689655174,130.38709677419354,56.8,25.677419354838708,61.903225806451616,83.96551724137932,63.903225806451616,5.533333333333333,-12.225806451612904,3.3548387096774195,-0.4482758620689655,0.14936746466446577,0.9887817557478038,0.5435616438356164,-0.006135154621095488,15.358252499074416,47.27272727272727,13.363636363636363,83.0909090909091
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,2009,2009-04-18,108,14,12,14,123,0.0,-47.0,-64.0714,-29.7143,14.0,12.0,17.0,7.0,15.0,99.41935483870968,42.733333333333334,5.451612903225806,-19.225806451612904,3.7142857142857144,136.96774193548387,68.0,21.903225806451612,1.5806451612903225,33.107142857142854,70.29032258064517,21.233333333333334,-11.225806451612904,-37.41935483870968,-22.678571428571427,0.14936746466446577,0.9887817557478038,0.45579465906144656,0.029819115026288458,-10.985480943738652,29.636363636363637,4.818181818181818,55.18181818181818
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,2010,2010-04-23,113,15,15,14,109,0.0,-33.5,-48.9286,-17.7143,14.0,23.0,23.0,19.0,17.0,96.3225806451613,72.43333333333334,11.03225806451613,-18.838709677419356,8.428571428571429,131.74193548387098,104.16666666666667,33.16129032258065,0.25806451612903225,37.17857142857143,65.45161290322581,45.233333333333334,-9.483870967741936,-37.38709677419355,-18.642857142857142,0.14936746466446577,0.9887817557478038,0.3722829801777169,-0.0033740961599400873,-15.16131237183868,-5.545454545454546,-29.0,24.363636363636363
